nrh,ix,L,R
1,1,2302,1514
2,1,2306,1519
3,2,2297,1527
5,7,2347,1555
8,3,2323,1538
9,8,2342,1577
11,5,2322,1591
14,2,2338,1634
16,3,2328,1598
18,7,2358,1666
19,9,2399,1655
20,6,2363,1683
21,7,2407,1718
22,3,2445,1722
25,7,2401,1712
26,1,2405,1749
27,4,2404,1731
29,5,2406,1765
30,8,2430,1767
31,3,2455,1754
32,8,2460,1803
33,7,2424,1768
34,8,2417,1770
36,7,2471,1839
39,9,2433,1846
41,8,2416,1825
43,3,2524,1840
44,7,2526,1937
45,3,2509,1951
46,6,2501,1963
48,9,2450,1885
50,6,2499,1952
52,5,2485,1964
53,7,2541,2000
54,3,2444,1930
55,3,2467,1938
56,6,2601,2023
57,7,2454,1944
59,2,2580,2025
61,7,2466,2031
63,8,2488,2006
64,9,2573,2072
65,3,2490,2046
66,5,2538,2061
70,8,2515,2001
71,5,2612,2106
74,4,2569,2107
79,7,2578,2183
81,7,2513,2167
83,3,2557,2226
84,3,2558,2174
85,3,2551,2177
86,6,2586,2223
87,5,2540,2248
88,9,2473,2182
89,6,2552,2264
90,2,2516,2203
91,8,2518,2248
92,7,2547,2249
93,3,2481,2220
94,2,2471,2264
95,6,2477,2245
97,7,2514,2222
99,4,2518,2221
100,3,2508,2283
101,4,2417,2252
102,9,2557,2257
103,4,2432,2255
104,1,2474,2280
105,7,2409,2239
106,7,2440,2302
108,9,2386,2240
110,2,2430,2260
111,4,2461,2327
112,4,2372,2225
113,9,2490,2286
114,3,2382,2312
115,2,2397,2278
117,4,2368,2314
121,8,2395,2333
125,2,2391,2282
126,7,2306,2281
128,2,2283,2310
132,4,2330,2328
133,6,2096,2261
136,8,2133,2313
138,3,2116,2240
141,8,2031,2234
142,4,2066,2306
143,5,2122,2313
144,3,2116,2317
147,5,1982,2272
149,1,1970,2243
150,4,1916,2233
151,7,1879,2245
152,3,1920,2247
153,3,1853,2201
155,8,1852,2222
157,7,1748,2183
158,9,1767,2181
