nrh,ix,L,R
1,3,1760,1813
2,4,1766,1808
3,2,1763,1806
4,4,1749,1798
6,1,1740,1833
9,4,1738,1798
10,8,1705,1803
11,6,1706,1757
13,6,1718,1823
14,4,1723,1822
15,8,1681,1790
16,9,1710,1797
17,3,1653,1832
19,8,1649,1782
22,2,1648,1778
24,5,1611,1731
26,3,1621,1744
27,9,1624,1747
28,6,1607,1812
29,8,1627,1764
31,5,1640,1789
32,8,1604,1780
34,6,1625,1746
35,8,1608,1781
36,5,1561,1715
38,6,1568,1749
39,8,1593,1720
40,4,1580,1826
42,6,1521,1777
43,4,1553,1698
45,4,1557,1725
50,6,1517,1744
52,2,1533,1723
54,5,1530,1713
56,5,1536,1768
57,9,1493,1692
62,3,1430,1646
63,3,1381,1668
67,8,1403,1660
70,5,1359,1624
71,4,1356,1640
72,6,1404,1643
74,5,1308,1623
76,8,1345,1619
80,6,1322,1637
82,6,1246,1570
84,2,1238,1522
87,1,1246,1520
89,3,1199,1530
91,1,1168,1465
92,5,1239,1517
93,8,1165,1508
94,8,1173,1515
95,9,1204,1510
96,5,1208,1523
97,7,1211,1550
98,7,1168,1522
99,8,1093,1479
100,5,1150,1566
101,9,1135,1514
102,8,1128,1493
103,2,1165,1532
104,7,1135,1521
105,2,1040,1444
106,7,1022,1423
109,4,995,1436
110,1,1026,1450
113,6,936,1378
114,5,1023,1337
116,4,962,1421
118,3,899,1356
119,3,910,1373
121,1,865,1326
122,5,864,1362
123,3,889,1357
125,8,821,1342
126,3,803,1274
127,3,779,1296
128,1,822,1324
131,9,782,1322
136,1,742,1283
138,3,705,1222
141,5,695,1201
142,7,704,1191
143,9,684,1245
147,6,640,1166
149,4,619,1177
151,2,616,1183
153,6,599,1079
155,6,617,1134
156,1,591,1111
157,5,573,1107
158,1,592,1097
161,7,583,1090
163,2,553,1038
168,5,550,1041
173,9,526,996
176,6,511,960
178,6,512,978
180,5,494,935
