nrh,ix,L,R
1,2,3612,1778
2,6,3606,1777
3,2,3616,1792
4,8,3604,1792
7,3,3604,1803
8,2,3600,1803
11,1,3609,1824
12,8,3613,1814
13,7,3597,1808
14,2,3600,1851
20,2,3587,1850
21,4,3576,1856
22,3,3578,1867
26,1,3572,1895
32,1,3577,1917
33,2,3590,1927
36,3,3545,1931
37,9,3568,1924
38,1,3571,1940
41,9,3581,1976
43,7,3591,1943
45,4,3572,1983
49,4,3528,2009
51,2,3543,2027
54,3,3530,2007
56,2,3561,2021
57,3,3497,2053
64,5,3468,2049
65,5,3528,2046
66,2,3487,2054
75,8,3448,2090
78,6,3450,2111
79,3,3442,2098
80,3,3479,2115
85,9,3428,2099
86,3,3441,2117
87,2,3434,2139
88,8,3431,2138
93,2,3415,2155
99,4,3414,2140
101,1,3418,2159
103,1,3380,2182
108,8,3396,2176
110,5,3359,2235
112,9,3374,2220
113,5,3361,2237
119,5,3380,2226
124,5,3298,2208
127,9,3334,2211
128,7,3320,2276
131,8,3281,2284
135,9,3260,2266
136,5,3306,2335
142,3,3200,2297
146,3,3254,2324
147,7,3154,2312
152,5,3212,2340
155,8,3215,2402
157,8,3147,2367
159,8,3204,2373
160,1,3176,2357
161,3,3234,2365
162,8,3150,2369
163,3,3143,2364
168,6,3146,2360
170,5,3128,2385
171,5,3078,2365
176,4,3079,2378
178,5,3070,2394
184,5,2974,2375
185,7,3056,2403
187,5,3071,2414
189,8,2996,2429
194,6,3012,2432
196,4,3008,2415
201,3,2947,2436
204,6,2961,2398
207,5,2962,2435
212,8,2970,2446
214,8,2937,2456
217,5,2852,2430
223,7,2842,2442
227,5,2867,2486
233,1,2811,2509
234,4,2808,2438
235,1,2802,2492
236,4,2717,2448
240,7,2736,2495
243,4,2734,2449
249,9,2683,2462
250,6,2709,2449
251,7,2671,2465
258,1,2655,2447
263,6,2597,2453
264,5,2609,2425
272,2,2505,2455
275,8,2470,2447
278,8,2455,2450
280,6,2446,2454
282,7,2421,2450
