nrh,ix,L,R
1,4,2301,466
3,9,2329,501
4,8,2342,495
5,6,2381,537
6,3,2382,512
7,2,2344,542
8,2,2370,568
9,7,2413,587
10,6,2439,664
11,3,2351,598
12,9,2387,569
13,9,2442,670
14,1,2428,639
15,6,2390,646
16,4,2457,749
17,5,2463,766
18,6,2440,739
19,8,2461,727
20,3,2452,767
21,7,2440,789
22,3,2482,819
23,9,2515,821
24,3,2704,932
25,3,2511,842
26,1,2575,990
27,6,2554,867
28,9,2657,1068
29,8,2612,1076
30,5,2509,949
31,4,2557,1020
32,5,2531,980
33,8,2548,1053
34,5,2736,1305
35,4,2584,1164
36,1,2554,1190
37,4,2663,1160
38,4,2659,1265
39,4,2587,1194
40,2,2629,1339
42,3,2618,1339
43,6,2615,1368
44,1,2433,1244
45,5,2608,1338
46,1,2687,1508
47,3,2730,1594
49,1,2469,1406
50,9,2663,1556
51,2,2582,1684
52,6,2433,1412
53,9,2590,1556
54,8,2530,1629
55,1,2481,1840
56,4,2401,1685
57,8,2358,1700
58,5,2548,1821
59,8,2594,1804
60,4,2348,1558
61,3,2540,1836
62,9,2418,1916
63,7,2427,1821
64,2,2424,1817
65,3,2351,1772
66,8,2381,1918
67,1,2310,1898
68,7,2367,1949
69,6,2207,1959
70,6,2243,1888
71,6,2278,1956
72,9,2251,1991
73,1,2176,2041
74,7,2318,1963
75,7,2177,1997
76,1,2148,2068
77,4,2217,2091
78,2,2074,2070
79,1,2227,2202
80,8,2149,2186
81,5,2017,2075
83,3,2064,2119
84,6,2112,2207
86,4,1978,2146
88,4,1751,2118
89,6,1828,2197
90,8,1791,2210
92,7,1696,2249
93,1,1703,2246
94,1,1662,2160
95,7,1703,2226
96,7,1548,2224
97,8,1511,2194
98,1,1601,2253
99,4,1557,2281
100,4,1463,2223
101,6,1530,2272
102,9,1488,2260
103,5,1463,2228
104,4,1420,2255
105,4,1418,2263
106,6,1396,2259
107,7,1347,2251
