nrh,ix,L,R
1,2,1207,1098
2,8,1230,1119
3,3,1229,1114
5,4,1221,1122
6,2,1232,1128
7,5,1258,1157
8,2,1262,1177
9,8,1230,1146
10,6,1255,1143
12,2,1249,1155
13,6,1260,1157
15,1,1277,1182
16,6,1264,1201
17,2,1266,1177
18,4,1265,1204
19,3,1257,1217
21,6,1279,1236
23,6,1296,1223
24,9,1271,1207
25,6,1300,1254
26,9,1299,1284
27,3,1277,1231
29,2,1299,1309
30,2,1283,1308
31,9,1287,1280
32,8,1307,1269
34,5,1289,1297
35,7,1263,1257
36,3,1302,1353
37,4,1289,1304
38,4,1308,1360
39,8,1318,1362
40,1,1316,1376
41,8,1328,1372
42,2,1296,1343
43,3,1331,1386
44,2,1298,1368
45,2,1292,1352
46,6,1310,1390
47,5,1325,1378
48,9,1283,1353
49,3,1315,1397
50,7,1315,1434
51,5,1349,1504
52,7,1310,1467
53,6,1295,1443
54,9,1296,1411
55,5,1329,1466
56,9,1272,1429
57,6,1260,1414
58,9,1303,1495
60,2,1316,1467
62,9,1299,1519
63,1,1317,1487
64,1,1292,1459
65,2,1309,1493
66,3,1342,1554
67,3,1286,1490
68,2,1315,1551
69,8,1273,1463
70,6,1316,1540
72,8,1281,1496
73,7,1274,1524
74,9,1342,1610
75,5,1249,1533
76,2,1311,1495
77,1,1309,1560
78,9,1294,1571
79,8,1268,1528
80,9,1272,1524
82,9,1288,1573
83,7,1246,1539
84,5,1285,1529
85,7,1260,1506
86,9,1311,1614
88,5,1292,1615
90,6,1327,1630
91,7,1249,1545
92,8,1272,1597
93,4,1281,1596
94,2,1235,1609
95,4,1257,1576
96,3,1266,1590
97,9,1257,1623
98,1,1282,1613
99,4,1228,1577
100,3,1276,1635
101,1,1217,1591
102,3,1253,1613
103,2,1264,1610
104,1,1228,1607
105,1,1282,1642
106,9,1228,1623
108,6,1220,1606
109,1,1243,1622
110,1,1248,1625
111,4,1230,1607
112,1,1235,1616
113,7,1211,1607
114,6,1225,1615
