nrh,ix,L,R
1,4,1917,2140
2,5,1924,2148
4,8,1921,2177
5,7,1933,2184
6,5,1934,2183
7,7,1948,2190
8,5,1937,2193
9,5,1942,2198
10,6,1956,2220
11,4,1955,2220
12,7,1961,2221
13,6,1938,2216
14,6,1960,2226
15,7,1934,2217
16,9,1926,2233
17,9,1948,2244
18,4,1950,2243
19,3,1959,2260
20,8,1943,2271
22,4,1947,2274
23,3,1938,2287
24,2,1941,2278
25,4,1952,2273
26,9,1954,2292
27,5,1937,2271
28,6,1960,2309
29,4,1968,2268
30,7,1947,2262
31,1,1949,2319
32,1,1937,2288
33,7,1930,2298
34,2,1948,2290
35,3,1952,2308
36,6,1965,2331
37,6,1934,2321
38,8,1975,2309
39,1,1962,2322
40,6,1946,2324
41,5,1951,2325
42,7,1940,2349
43,3,1958,2358
44,7,1934,2344
45,3,1928,2358
46,7,1940,2336
47,7,1919,2343
48,3,1956,2369
49,3,1944,2382
50,8,1909,2363
51,1,1934,2380
52,9,1929,2371
53,8,1941,2391
54,6,1917,2376
55,6,1925,2393
56,4,1928,2368
57,4,1931,2376
58,6,1922,2404
59,6,1933,2384
60,1,1916,2365
62,8,1922,2401
63,9,1925,2383
64,7,1921,2401
65,3,1928,2400
66,1,1910,2401
67,2,1938,2398
68,3,1942,2397
69,4,1909,2401
70,9,1905,2387
71,8,1914,2403
72,2,1916,2386
74,9,1916,2416
75,8,1903,2397
76,5,1893,2378
78,1,1886,2408
79,7,1896,2410
80,2,1891,2406
81,7,1884,2414
82,1,1872,2420
83,2,1879,2410
84,5,1882,2417
85,4,1877,2388
86,8,1879,2402
87,5,1874,2416
88,5,1885,2415
89,4,1850,2397
91,7,1865,2398
93,6,1879,2407
94,5,1837,2396
95,2,1849,2413
96,3,1854,2399
97,9,1847,2402
98,1,1847,2406
99,5,1832,2399
100,9,1821,2405
101,5,1846,2407
103,6,1823,2411
104,5,1817,2402
105,7,1808,2398
106,7,1811,2401
107,4,1807,2392
108,4,1806,2389
