nrh,ix,L,R
1,5,1451,1727
4,6,1441,1727
6,3,1446,1717
7,8,1433,1728
8,1,1432,1726
10,1,1432,1721
13,7,1429,1722
15,8,1417,1724
16,4,1427,1717
18,2,1428,1738
21,4,1418,1723
24,1,1409,1722
26,2,1422,1717
29,9,1405,1731
33,3,1409,1719
34,3,1416,1745
36,6,1391,1702
38,3,1411,1743
39,4,1396,1733
41,6,1409,1744
43,8,1412,1745
44,3,1400,1742
45,1,1393,1742
48,1,1409,1746
49,4,1426,1754
51,2,1394,1737
52,7,1392,1745
54,4,1380,1743
55,5,1387,1720
56,5,1388,1729
58,3,1371,1696
59,5,1381,1734
62,2,1365,1702
66,3,1386,1749
68,8,1371,1726
71,9,1365,1733
77,8,1358,1747
79,5,1317,1688
80,9,1347,1742
83,6,1338,1736
85,4,1320,1703
87,9,1332,1707
91,2,1336,1687
92,5,1316,1714
97,3,1304,1697
98,7,1311,1701
99,2,1291,1668
102,1,1317,1698
103,5,1325,1704
104,5,1328,1709
109,4,1314,1738
111,4,1299,1681
112,5,1307,1706
115,8,1291,1686
118,2,1283,1697
119,6,1289,1684
120,4,1287,1692
121,1,1291,1719
122,4,1291,1681
123,6,1284,1683
125,9,1273,1680
126,2,1277,1688
127,9,1269,1681
128,1,1272,1672
129,9,1298,1719
132,3,1275,1687
136,9,1269,1694
137,4,1247,1671
138,3,1263,1699
142,5,1249,1675
147,6,1259,1685
148,2,1247,1679
151,2,1246,1665
153,5,1244,1677
154,6,1243,1677
156,9,1232,1675
157,3,1246,1692
159,4,1228,1671
160,8,1237,1662
161,4,1241,1676
164,4,1235,1677
167,9,1220,1668
168,8,1214,1676
169,4,1226,1683
171,9,1208,1666
172,3,1211,1658
173,8,1200,1662
176,5,1211,1671
184,9,1221,1687
185,8,1199,1673
186,9,1187,1655
187,2,1198,1667
195,4,1185,1661
198,5,1170,1656
202,4,1162,1656
205,2,1151,1652
208,5,1159,1658
211,4,1154,1653
214,1,1142,1648
215,4,1144,1650
