nrh,ix,L,R
1,6,1799,1633
5,2,1795,1635
6,7,1804,1663
10,9,1792,1659
12,3,1814,1674
13,6,1797,1662
14,6,1801,1666
16,8,1818,1690
24,8,1815,1672
28,9,1824,1706
30,1,1821,1701
32,7,1827,1706
35,7,1837,1724
39,2,1842,1742
42,6,1832,1739
43,2,1848,1742
44,4,1833,1721
45,3,1815,1714
46,1,1818,1716
49,3,1823,1733
51,7,1845,1752
53,8,1853,1763
54,8,1857,1789
59,3,1798,1723
71,2,1844,1769
72,6,1854,1810
73,4,1866,1803
79,8,1872,1807
82,6,1873,1828
84,4,1824,1756
86,9,1866,1817
90,8,1850,1811
94,3,1843,1805
97,8,1855,1825
98,3,1861,1833
104,3,1833,1787
105,8,1867,1854
110,6,1862,1847
113,7,1851,1853
116,8,1831,1825
118,6,1860,1854
121,1,1867,1856
123,7,1874,1863
134,7,1865,1880
135,1,1880,1916
140,6,1875,1906
141,8,1872,1917
143,4,1869,1911
144,2,1879,1908
146,6,1850,1879
152,4,1868,1915
158,4,1859,1916
162,3,1854,1916
169,9,1839,1892
171,5,1832,1881
172,9,1833,1920
177,4,1843,1927
178,8,1848,1899
183,5,1843,1925
184,8,1846,1925
191,4,1835,1898
203,8,1846,1938
214,6,1830,1919
217,6,1837,1946
223,8,1836,1946
224,5,1847,1955
226,5,1831,1950
235,8,1825,1933
237,9,1838,1996
241,6,1821,1971
244,4,1824,1938
245,9,1822,1953
247,4,1815,1921
250,5,1813,1957
263,8,1813,1981
264,8,1815,1964
265,7,1824,1954
266,2,1835,1980
268,4,1810,1936
273,3,1819,1994
279,3,1799,1947
280,6,1821,1997
282,4,1803,1933
283,5,1806,1921
284,7,1796,1948
292,4,1801,1947
300,3,1800,1958
306,1,1785,1927
311,1,1780,1954
312,1,1778,1932
320,5,1783,1951
321,2,1784,1947
322,8,1776,1922
324,1,1781,1969
325,7,1773,1947
327,5,1763,1919
328,7,1765,1932
332,2,1769,1924
341,2,1769,1933
344,3,1765,1914
