nrh,ix,L,R
1,4,1654,1672
2,8,1673,1681
3,7,1668,1699
4,9,1652,1693
5,1,1642,1686
6,4,1675,1697
7,6,1630,1683
8,6,1651,1701
10,6,1678,1733
11,9,1646,1713
12,4,1649,1750
13,7,1635,1734
14,8,1658,1737
15,8,1641,1707
18,7,1654,1750
19,1,1648,1738
20,6,1644,1760
21,9,1637,1788
22,4,1650,1757
23,1,1659,1798
24,6,1624,1779
25,4,1642,1782
27,8,1592,1781
28,6,1622,1779
29,4,1552,1779
30,3,1610,1768
32,9,1588,1806
33,9,1596,1787
34,1,1574,1809
35,6,1615,1837
36,9,1593,1827
37,8,1582,1815
38,7,1561,1794
39,3,1576,1786
40,8,1637,1867
42,4,1622,1856
43,5,1583,1793
45,9,1580,1881
46,6,1580,1839
48,8,1582,1867
49,3,1599,1859
50,8,1584,1881
52,5,1537,1827
53,9,1543,1866
54,1,1550,1801
57,2,1487,1765
58,6,1511,1840
59,1,1496,1786
60,6,1547,1857
61,3,1451,1759
63,3,1522,1835
64,9,1502,1843
65,5,1498,1794
66,7,1428,1700
67,8,1506,1829
71,3,1415,1740
75,1,1435,1796
76,8,1402,1737
78,7,1445,1809
79,1,1403,1776
80,3,1451,1811
81,5,1388,1753
83,5,1378,1739
84,4,1343,1700
85,6,1364,1681
86,2,1407,1796
87,7,1422,1820
88,6,1336,1694
91,8,1350,1743
92,1,1257,1644
93,9,1322,1705
94,4,1331,1710
95,5,1287,1681
96,9,1294,1683
97,2,1257,1651
98,6,1335,1712
100,1,1267,1646
101,3,1231,1618
102,3,1214,1598
103,3,1259,1652
104,1,1227,1630
106,2,1193,1609
107,7,1184,1574
108,7,1216,1633
109,9,1157,1568
110,9,1198,1615
111,6,1136,1533
113,4,1164,1597
114,4,1080,1499
117,7,1088,1488
118,1,1135,1547
120,3,1104,1520
121,8,1068,1480
122,4,1103,1514
125,5,1044,1460
126,1,1004,1425
127,2,1008,1420
128,9,1005,1429
130,7,984,1413
131,3,979,1403
