nrh,ix,L,R
2,2,2815,1656
3,1,2826,1662
7,5,2830,1679
11,1,2827,1685
12,5,2826,1679
19,7,2845,1735
27,6,2866,1781
28,6,2832,1775
29,5,2847,1769
30,3,2852,1773
31,7,2847,1794
32,6,2841,1775
39,1,2864,1800
41,6,2859,1814
48,8,2868,1868
50,4,2864,1873
54,2,2853,1860
60,1,2861,1866
68,6,2843,1888
73,1,2882,1954
83,3,2847,1960
88,8,2871,1981
89,3,2864,1979
93,7,2903,1996
94,7,2863,1953
95,7,2854,1966
96,1,2899,2036
99,4,2888,1968
100,2,2850,1989
102,6,2887,1988
106,8,2847,1984
109,4,2861,2007
111,1,2888,2000
113,7,2846,2021
115,7,2871,2054
120,5,2856,2023
122,4,2893,2019
124,5,2837,2045
128,3,2861,2046
134,7,2867,2046
135,8,2890,2064
136,2,2862,2087
138,7,2889,2077
139,7,2868,2059
141,6,2840,2082
146,2,2872,2098
152,9,2872,2111
153,8,2843,2087
155,1,2848,2084
164,5,2847,2129
165,2,2851,2140
166,1,2848,2119
168,7,2855,2140
174,6,2840,2162
175,3,2854,2183
176,9,2843,2142
180,5,2818,2140
181,9,2862,2156
183,9,2848,2197
184,1,2828,2195
185,7,2843,2161
187,2,2823,2171
188,2,2893,2201
192,5,2828,2155
205,2,2827,2243
206,2,2791,2197
212,2,2799,2185
217,3,2784,2167
220,5,2772,2210
226,3,2810,2264
227,5,2784,2202
228,8,2839,2262
230,6,2802,2284
232,7,2811,2257
234,3,2823,2261
239,1,2781,2232
242,2,2765,2260
248,7,2811,2270
251,8,2757,2271
256,7,2764,2287
259,3,2727,2292
265,5,2733,2300
273,5,2761,2292
279,9,2796,2352
287,3,2761,2338
292,3,2748,2344
294,4,2693,2302
297,6,2726,2344
300,7,2718,2325
302,3,2724,2396
310,2,2721,2362
313,5,2697,2357
317,9,2696,2351
318,7,2707,2377
320,2,2683,2353
325,1,2709,2391
330,9,2682,2385
344,7,2662,2407
349,7,2644,2421
352,3,2660,2426
