nrh,ix,L,R
1,3,869,899
2,5,871,922
3,7,872,921
4,3,862,912
5,8,875,947
6,2,869,916
7,1,878,955
8,5,871,940
9,6,857,908
10,6,870,931
11,5,884,958
12,6,881,973
13,8,879,986
14,7,873,979
15,6,869,953
16,2,880,981
17,7,886,1003
18,5,888,997
19,6,905,1026
20,2,883,980
21,7,895,1037
22,4,875,996
23,6,891,1004
24,2,878,1002
25,7,905,1030
26,3,858,974
27,4,910,1033
28,5,870,987
29,8,898,1031
30,5,895,979
32,2,865,948
33,4,901,1070
34,8,878,977
35,5,886,1027
36,6,871,1020
37,8,886,1013
39,7,886,1021
40,4,896,1074
41,5,883,1013
42,6,897,1037
43,2,881,993
44,5,882,1013
45,7,882,1035
46,4,888,1055
47,1,897,1056
48,3,866,991
50,9,865,1001
51,9,862,1015
52,1,872,1029
53,9,871,1011
54,4,870,1044
55,1,882,1048
56,6,862,1018
57,2,865,1049
58,9,889,1079
59,2,883,1071
60,3,865,1031
61,2,864,1002
63,7,867,1028
64,1,860,1027
65,7,845,978
67,4,856,985
70,9,851,1005
71,4,864,1039
72,4,835,1037
73,4,857,1032
74,6,860,1044
75,7,841,1003
76,1,837,1024
77,7,845,1032
78,2,838,1015
79,5,846,1025
81,2,843,1032
82,3,842,1016
83,3,847,1033
84,3,835,1030
85,4,842,1022
86,4,836,1011
87,2,823,1015
88,6,820,996
89,3,827,1003
91,8,824,1003
92,7,818,1003
93,7,825,1011
94,5,803,982
95,8,825,1016
96,3,827,1019
97,4,806,990
98,3,809,997
99,8,813,998
100,8,823,1016
101,6,812,999
102,8,809,1010
103,3,797,990
104,5,797,991
105,6,798,992
106,4,795,995
107,5,798,1001
108,5,795,1002
109,2,799,1000
