nrh,ix,L,R
7,2,1596,178
11,2,1618,188
21,5,1636,249
28,8,1674,257
36,5,1690,326
39,7,1659,277
42,1,1676,302
44,7,1680,351
45,6,1723,404
48,1,1756,435
50,6,1739,421
58,5,1741,406
59,7,1747,417
70,1,1794,536
71,5,1836,662
74,7,1793,596
81,7,1861,841
84,7,1890,840
89,7,1810,657
93,5,1855,825
95,3,1851,865
98,2,1882,900
99,4,1849,874
102,8,1848,780
105,2,1902,959
107,2,1836,956
108,7,1891,857
115,7,1879,992
118,5,1916,1083
119,4,1923,1065
134,6,1922,1287
149,8,1919,1326
151,8,1823,1523
154,8,1937,1455
156,3,1893,1448
164,4,1836,1450
166,4,1866,1379
168,3,1760,1729
172,3,1803,1699
181,7,1696,1836
189,9,1718,1988
196,2,1742,1857
199,1,1709,1947
202,8,1704,1813
203,4,1709,1952
204,8,1679,1948
209,3,1584,2067
211,9,1682,2025
215,7,1614,2183
218,2,1638,2073
219,8,1590,2054
222,4,1456,1989
232,4,1551,2116
233,1,1472,2222
234,3,1542,2101
239,5,1432,2209
242,3,1391,2253
243,5,1479,2223
258,6,1378,2367
260,6,1367,2315
262,6,1379,2192
264,4,1364,2291
276,4,1355,2408
277,8,1354,2340
279,2,1338,2349
280,2,1255,2410
281,7,1242,2377
285,7,1282,2353
287,2,1279,2436
289,4,1316,2403
290,8,1310,2411
296,7,1231,2445
300,7,1259,2444
305,4,1238,2459
309,9,1203,2456
313,4,1277,2534
316,8,1226,2445
321,3,1207,2520
324,9,1188,2528
327,9,1187,2516
336,5,1179,2548
341,7,1126,2540
346,2,1119,2537
349,4,1068,2523
352,9,1076,2516
354,3,1138,2632
357,8,1080,2554
358,6,1130,2581
360,9,1047,2525
362,1,1076,2575
370,6,1015,2572
375,8,1012,2570
381,7,998,2573
390,1,997,2591
397,5,945,2577
399,6,946,2573
401,9,955,2570
403,5,954,2576
410,5,919,2570
411,8,919,2573
