nrh,ix,L,R
1,5,1230,798
2,9,1215,785
3,9,1232,824
5,9,1238,847
6,4,1220,859
7,4,1237,844
8,5,1236,877
10,7,1269,833
11,5,1255,902
12,6,1284,871
13,2,1290,916
14,5,1245,917
15,1,1229,929
16,4,1253,919
17,8,1274,909
18,1,1284,923
21,8,1299,958
23,7,1281,967
24,6,1348,1006
27,3,1227,1037
28,4,1247,1027
29,1,1277,1028
31,5,1356,1095
32,3,1297,1113
34,8,1315,1081
35,6,1262,1051
36,3,1330,1110
37,4,1293,1100
38,5,1345,1131
39,9,1309,1127
41,5,1306,1123
43,6,1300,1163
44,1,1303,1175
45,6,1335,1093
46,2,1297,1131
47,5,1330,1175
48,5,1290,1156
49,7,1311,1204
50,1,1300,1218
51,9,1318,1163
52,4,1277,1222
53,2,1269,1208
54,9,1272,1217
56,8,1327,1252
57,8,1241,1229
58,2,1296,1240
59,5,1269,1249
60,6,1244,1274
61,9,1313,1229
62,4,1282,1247
63,9,1273,1232
64,8,1305,1319
65,4,1309,1274
67,5,1270,1276
68,3,1217,1319
70,5,1282,1284
73,3,1240,1366
74,2,1273,1306
75,7,1229,1368
76,5,1215,1378
77,3,1206,1364
78,9,1247,1342
79,4,1289,1364
80,1,1195,1371
84,1,1224,1361
85,2,1230,1409
86,4,1193,1369
88,8,1235,1381
89,9,1211,1365
90,2,1185,1370
93,3,1136,1406
95,8,1165,1453
96,9,1127,1406
98,6,1104,1425
100,6,1084,1412
101,3,1187,1411
102,9,1105,1427
103,4,1105,1425
104,5,1148,1433
106,4,1151,1457
107,3,1048,1410
108,6,1057,1425
109,5,1039,1433
110,8,1087,1454
111,5,1070,1445
112,2,1075,1476
113,6,1043,1436
114,6,1011,1467
115,3,981,1472
117,3,977,1462
118,9,984,1434
119,2,1010,1462
120,1,1018,1457
121,6,973,1464
122,5,982,1481
123,5,974,1467
126,9,954,1476
127,3,940,1477
128,9,937,1477
129,8,935,1481
