nrh,ix,L,R
1,3,2288,1805
4,2,2285,1843
5,6,2310,1854
7,2,2301,1884
8,6,2318,1912
10,5,2277,1904
12,8,2321,1972
13,7,2311,1923
15,9,2273,1911
17,6,2323,1983
19,3,2319,2075
20,7,2287,2021
21,3,2297,2076
23,6,2300,2032
24,7,2300,2112
25,2,2311,2104
26,6,2295,2126
27,6,2309,2067
30,1,2269,2170
31,9,2279,2145
33,7,2281,2242
34,8,2262,2208
36,6,2256,2163
37,3,2279,2178
38,7,2246,2215
39,8,2273,2174
40,2,2280,2249
42,3,2253,2260
43,3,2255,2269
44,9,2246,2242
46,2,2276,2314
47,1,2266,2298
48,2,2295,2332
49,6,2267,2331
51,4,2252,2371
52,7,2271,2362
53,7,2269,2309
54,6,2284,2362
55,7,2244,2386
56,9,2249,2388
57,4,2246,2410
58,5,2236,2398
59,1,2247,2380
60,3,2248,2410
62,7,2238,2417
64,8,2228,2427
65,3,2199,2416
66,1,2230,2449
67,3,2236,2493
69,6,2219,2463
72,6,2197,2501
73,6,2193,2503
74,9,2211,2489
75,2,2219,2543
76,7,2185,2513
77,2,2185,2509
78,3,2201,2548
81,9,2161,2571
82,8,2186,2514
83,8,2171,2558
84,5,2184,2598
85,2,2165,2555
86,6,2153,2600
87,3,2152,2589
88,6,2185,2545
89,7,2133,2586
90,5,2143,2574
91,2,2109,2544
92,3,2131,2537
93,9,2163,2641
96,9,2145,2585
97,7,2098,2572
100,2,2100,2633
103,3,2083,2656
106,3,2082,2649
107,9,2084,2659
109,1,2096,2649
110,3,2040,2661
112,6,2036,2640
113,8,2049,2630
114,9,2049,2648
115,9,2044,2619
116,2,2041,2640
117,8,2000,2668
118,2,2025,2660
119,4,2032,2664
121,4,2016,2655
122,8,2026,2670
123,1,2008,2666
124,3,1958,2668
125,2,2000,2668
126,6,1997,2675
128,1,1977,2676
129,1,1980,2690
131,9,1966,2680
132,6,1955,2684
133,2,1964,2676
134,5,1952,2678
135,4,1955,2676
138,6,1918,2676
