nrh,ix,L,R
4,3,1696,1697
6,8,1719,1747
7,7,1756,1748
8,3,1749,1757
9,5,1715,1740
10,4,1739,1770
11,8,1716,1753
12,4,1775,1758
13,4,1731,1778
14,2,1726,1731
15,6,1753,1752
20,5,1820,1912
21,4,1754,1816
22,2,1714,1769
23,4,1751,1825
25,7,1730,1805
27,1,1765,1856
28,3,1721,1844
29,2,1751,1887
31,9,1738,1852
32,7,1765,1901
34,8,1765,1939
35,2,1767,1940
37,1,1786,1948
38,9,1736,1861
40,3,1728,1900
42,6,1777,1957
46,3,1787,1936
48,7,1706,1874
49,8,1706,1906
51,6,1760,1982
52,8,1780,2052
55,9,1702,1934
56,7,1704,1949
57,7,1712,1922
58,9,1705,1923
60,1,1737,1981
62,3,1771,2031
63,2,1675,1932
65,1,1762,2035
67,5,1732,1974
69,5,1651,1927
71,1,1761,2055
72,8,1626,1846
73,8,1716,2023
74,8,1660,1986
76,1,1735,2095
77,1,1639,1956
78,8,1733,2071
79,1,1645,2012
80,8,1671,2027
82,4,1635,2028
83,6,1749,2133
86,9,1646,2044
88,8,1643,2046
90,1,1670,2018
91,3,1672,2041
93,8,1599,1956
94,9,1695,2096
95,6,1553,1933
96,4,1628,2029
99,9,1670,2081
100,5,1571,1919
101,6,1634,2056
102,1,1627,2109
104,9,1573,2009
106,3,1583,2008
108,1,1614,2046
109,1,1528,1969
111,3,1537,1953
114,4,1540,2022
115,6,1531,2000
118,2,1537,2005
119,1,1505,2008
120,5,1426,1888
123,5,1516,1995
124,2,1512,2043
126,2,1484,2001
127,1,1467,1996
130,7,1416,1945
131,4,1493,1985
132,9,1475,2003
135,1,1478,1985
137,2,1423,1927
138,9,1381,1888
139,3,1441,1972
140,1,1456,2011
141,5,1414,1904
142,2,1392,1907
143,8,1439,1980
147,9,1391,1928
149,2,1391,1939
150,9,1401,1927
151,2,1349,1879
152,1,1336,1867
153,4,1359,1894
154,6,1348,1896
157,4,1339,1880
158,6,1331,1874
162,9,1326,1882
