nrh,ix,L,R
1,7,548,421
3,5,551,444
4,8,567,455
5,2,562,453
10,1,557,448
13,2,592,484
14,2,567,466
17,3,560,477
18,5,577,556
19,6,558,500
21,3,576,516
32,9,578,622
33,7,594,577
34,6,589,584
37,6,564,636
39,2,545,548
40,7,614,626
47,7,594,575
48,8,599,652
50,9,611,689
51,7,613,687
54,4,636,716
56,2,593,676
61,3,594,693
62,3,602,740
63,4,579,721
66,7,605,766
70,9,640,766
72,4,614,739
73,1,598,667
74,5,607,693
79,6,579,693
84,3,597,758
85,6,589,736
87,1,598,764
88,1,597,711
89,5,605,766
92,2,611,791
95,8,625,788
96,6,582,790
97,4,610,834
98,3,553,695
99,6,631,819
102,7,580,758
104,9,577,770
110,9,604,806
111,3,634,819
119,2,573,834
120,4,602,908
127,6,614,861
130,1,564,789
139,5,550,815
140,8,541,826
144,2,525,821
146,2,606,893
151,7,588,888
156,2,587,879
157,6,553,851
158,2,563,871
161,3,592,914
162,5,536,854
170,9,566,898
175,2,532,859
177,9,560,886
178,3,578,893
182,7,577,892
187,2,541,850
189,5,550,935
190,8,537,852
192,5,563,935
196,7,547,926
199,6,524,895
200,5,503,868
202,8,518,881
203,1,538,898
204,2,569,890
205,4,563,906
209,4,489,864
210,1,564,919
211,6,535,891
213,1,502,865
216,2,533,895
219,7,541,924
222,5,543,886
224,5,520,855
226,3,511,861
227,9,539,911
228,2,501,858
232,6,532,904
233,3,520,889
238,9,488,895
239,2,526,916
240,6,542,941
244,7,535,907
245,1,514,911
248,9,508,881
249,5,513,897
252,2,516,900
254,5,499,900
257,7,503,889
