nrh,ix,L,R
2,4,676,617
3,6,677,612
6,5,693,627
7,2,676,611
15,7,663,609
16,2,689,629
18,9,669,626
21,1,690,629
22,7,703,638
23,6,672,603
25,2,681,630
26,9,671,605
27,6,680,637
28,4,697,632
30,5,671,628
32,1,656,626
33,8,644,637
34,1,670,644
35,1,691,648
37,4,662,649
40,9,727,662
41,4,630,622
42,4,662,647
43,5,671,652
44,5,658,647
45,5,689,661
46,3,690,656
47,3,656,651
51,6,654,655
54,8,667,660
55,2,629,653
57,8,626,646
60,3,681,662
63,4,649,657
65,4,643,651
67,6,626,635
69,1,644,656
72,1,655,643
75,6,658,678
79,3,612,622
81,1,650,650
82,1,684,687
83,2,622,651
84,6,641,625
87,3,632,646
88,3,614,593
90,3,626,645
91,7,629,628
92,6,609,593
94,8,641,654
99,8,624,628
100,6,616,617
101,1,629,607
102,5,633,612
104,2,603,582
105,4,609,579
106,1,585,592
108,5,588,613
115,6,588,581
116,7,566,547
118,4,558,540
120,3,607,586
123,1,582,562
125,7,566,540
126,9,552,537
127,7,566,560
132,6,526,529
133,5,597,574
134,9,531,528
135,8,517,512
137,1,533,536
140,5,542,532
142,4,542,535
143,6,529,518
144,8,511,497
146,5,495,517
149,6,537,523
150,4,526,516
151,4,498,487
154,1,504,488
155,6,485,508
163,5,464,487
165,1,465,489
166,9,458,482
167,7,461,479
169,7,464,491
171,6,440,462
172,9,456,481
173,3,453,487
175,7,432,452
179,2,418,457
180,3,428,461
181,7,404,451
182,2,407,454
183,9,399,443
185,8,397,448
186,2,404,449
187,6,401,444
189,1,393,437
191,5,393,438
