nrh,ix,L,R
1,4,350,228
2,1,358,230
3,8,351,238
5,5,335,215
7,9,345,231
8,7,375,268
11,1,365,250
13,7,370,266
14,2,368,258
15,5,375,265
17,6,374,271
18,2,371,270
21,6,358,234
24,2,380,286
27,9,413,331
28,5,375,286
31,5,384,287
32,7,414,329
33,3,394,308
36,2,366,283
37,8,375,296
39,6,395,306
40,3,336,240
42,2,397,300
43,2,419,340
45,2,443,374
46,5,401,311
48,4,443,375
50,5,431,370
52,3,406,358
56,5,397,314
57,4,420,347
58,6,437,380
62,4,450,399
63,6,427,382
64,9,411,354
65,5,430,394
66,6,484,427
67,6,469,413
68,9,503,446
70,6,451,418
72,4,423,369
73,1,440,392
74,1,437,408
75,3,471,412
76,5,477,433
78,2,448,413
79,4,499,436
80,5,486,438
81,8,438,415
82,8,473,426
86,8,424,412
88,3,467,433
89,2,522,479
90,5,463,452
91,2,462,424
93,5,465,444
94,5,508,467
95,3,460,436
97,9,476,461
102,2,482,470
103,2,455,467
107,9,444,449
108,3,509,482
113,3,489,507
115,3,481,487
116,8,483,515
117,7,515,513
118,5,491,503
121,9,509,519
123,4,506,520
127,5,512,493
128,4,502,544
129,5,488,514
130,2,549,570
131,2,533,561
132,1,520,535
133,9,486,529
134,8,532,563
137,8,536,552
139,5,475,531
140,3,525,568
142,2,508,539
143,2,468,507
145,8,522,547
146,5,503,548
147,4,499,511
148,4,514,550
150,2,531,589
152,1,506,570
155,7,506,561
156,4,465,548
159,6,484,535
161,2,501,565
162,3,516,579
165,7,499,550
169,1,480,559
172,3,489,566
173,1,493,561
175,4,491,579
