nrh,ix,L,R
1,3,888,153
2,1,894,154
4,1,890,156
5,1,902,175
6,7,932,203
9,2,915,189
11,4,923,216
12,2,917,192
13,9,912,204
14,9,887,178
15,3,926,207
16,4,891,219
17,2,916,232
18,4,917,249
19,9,928,307
20,7,897,209
21,2,932,238
22,7,919,238
23,7,914,290
24,1,959,311
25,8,915,251
26,2,895,257
27,5,874,293
28,7,919,311
29,7,911,281
30,4,926,335
31,1,900,314
32,7,910,292
34,7,945,355
35,5,883,330
36,3,877,296
37,9,922,391
38,6,905,303
42,5,887,358
44,6,935,588
46,9,940,445
47,5,889,394
49,5,955,497
51,2,854,416
52,2,850,340
53,9,871,497
54,2,856,400
55,4,860,488
56,6,900,578
57,1,831,463
58,4,788,467
59,7,843,456
60,5,875,585
61,4,840,516
62,6,833,491
63,1,863,593
64,7,857,636
65,8,833,549
66,8,829,584
67,7,806,519
68,5,826,561
70,4,853,595
71,5,761,588
72,7,815,617
73,1,809,596
74,9,812,630
75,7,785,558
76,2,803,590
77,9,762,519
78,5,805,737
79,6,747,637
80,3,735,564
81,1,722,557
82,6,787,619
83,8,770,683
84,7,673,582
85,1,784,700
86,2,675,587
87,3,690,624
88,8,718,580
89,9,657,549
90,8,702,657
91,7,662,599
92,4,619,592
93,1,663,688
94,1,706,664
95,9,761,672
96,2,689,708
97,4,705,684
98,9,694,697
100,9,782,814
102,9,551,661
104,2,652,708
106,7,576,686
109,5,610,729
110,1,524,671
111,6,587,753
112,8,577,728
113,5,486,612
114,6,548,699
116,6,503,672
117,9,509,714
118,6,467,667
119,3,489,708
120,2,472,687
