nrh,ix,L,R
4,9,1864,1456
7,6,1862,1470
9,8,1836,1440
14,1,1869,1475
17,4,1884,1486
23,3,1867,1489
24,6,1881,1494
32,4,1885,1502
33,2,1865,1500
36,4,1879,1527
39,6,1887,1535
41,8,1907,1567
43,6,1909,1533
50,6,1873,1559
52,5,1904,1564
59,3,1884,1564
62,8,1915,1587
63,2,1890,1563
64,9,1910,1626
65,6,1902,1610
66,6,1897,1576
69,4,1891,1608
79,9,1927,1648
81,9,1898,1605
82,7,1927,1677
86,2,2000,1768
102,9,1942,1693
105,7,1912,1633
106,7,1935,1761
108,1,1933,1727
113,9,1923,1705
115,5,1938,1710
117,4,1940,1735
123,6,1923,1716
126,8,1928,1774
127,6,1915,1691
128,5,1907,1708
129,4,1902,1676
130,6,1944,1807
132,6,1913,1746
133,5,1960,1779
134,2,1918,1721
140,4,1928,1733
146,6,1926,1750
150,2,1895,1732
161,6,1918,1799
163,4,1903,1761
164,8,1968,1886
165,5,1941,1799
166,7,1924,1796
168,5,1932,1857
170,1,1890,1830
172,6,1940,1837
173,8,1976,1871
177,5,1944,1876
190,8,1923,1906
191,7,1931,1878
192,3,1947,1911
195,6,1920,1910
204,6,1872,1832
205,4,1900,1878
210,7,1944,1976
211,8,1917,1932
215,2,1874,1918
217,9,1898,1910
219,2,1912,1948
227,1,1929,2003
228,1,1893,1898
233,3,1862,1912
239,4,1884,1938
245,3,1850,1899
250,9,1882,1972
251,6,1834,1929
253,6,1881,1956
258,9,1818,1932
260,9,1828,1895
262,6,1838,1918
264,1,1835,1962
266,1,1795,1930
271,8,1840,1982
272,1,1804,1972
273,8,1849,1989
276,3,1795,1956
278,2,1832,1975
279,8,1778,1926
287,7,1764,1971
290,9,1791,1951
294,4,1801,2027
296,7,1770,1969
297,1,1749,1977
298,8,1765,1982
305,3,1737,1943
308,5,1727,1955
309,7,1736,1991
310,6,1741,1976
312,3,1735,1994
313,7,1718,1972
316,8,1693,1938
319,6,1724,1978
328,9,1698,1973
