nrh,ix,L,R
3,3,2932,1286
4,9,2916,1292
5,5,2928,1300
7,8,2930,1309
11,8,2949,1328
15,5,2888,1340
18,9,2900,1349
22,1,2870,1351
24,3,2908,1394
29,1,2854,1397
30,9,2899,1375
33,5,2812,1386
34,7,2857,1378
36,8,2865,1409
37,2,2752,1385
38,9,2867,1457
39,4,2843,1393
40,2,2857,1429
41,6,2801,1453
43,2,2835,1421
44,1,2734,1410
45,8,2874,1501
46,6,2814,1476
48,6,2803,1412
50,5,2847,1475
51,4,2736,1457
52,6,2729,1427
54,3,2717,1443
57,8,2718,1457
59,5,2746,1432
61,9,2651,1467
62,2,2757,1479
63,7,2732,1499
65,5,2578,1482
66,1,2580,1493
67,1,2627,1472
70,6,2611,1493
71,4,2676,1531
72,8,2489,1533
74,3,2571,1491
75,6,2602,1459
76,1,2584,1467
77,8,2559,1551
79,8,2532,1492
82,6,2466,1538
85,1,2526,1593
88,1,2549,1592
91,4,2378,1532
93,8,2375,1598
95,9,2378,1508
96,5,2458,1581
97,5,2302,1528
102,5,2387,1593
103,2,2378,1621
106,3,2305,1535
107,2,2147,1498
108,3,2233,1554
111,1,2209,1555
112,6,2161,1559
113,9,2034,1498
114,8,2165,1523
118,8,1881,1502
122,7,2128,1603
125,5,1816,1518
127,6,1919,1555
129,4,1992,1529
132,2,1989,1557
138,2,1854,1559
139,4,1707,1534
143,8,1765,1549
144,5,1737,1582
148,1,1642,1582
150,1,1657,1536
152,1,1519,1528
154,1,1513,1533
155,4,1673,1617
156,6,1567,1553
157,5,1618,1599
158,8,1638,1573
159,2,1480,1528
160,6,1584,1561
161,6,1462,1535
168,6,1390,1552
169,7,1438,1552
170,4,1291,1537
171,7,1276,1528
172,5,1309,1538
173,5,1235,1512
174,4,1300,1535
177,3,1233,1554
178,8,1140,1468
180,7,1133,1492
182,9,1110,1494
183,9,1159,1507
186,4,1099,1478
187,6,1010,1442
188,4,1098,1521
190,5,1021,1458
192,6,983,1436
197,4,918,1424
